年月別,機關別,全年度預算數/金額[千元],全年度預算數/百分比[%],累計分配數/金額[千元],累計分配數/占預算數[%],累計執行數/金額[千元],累計執行數/占預算數[%],累計執行數/占分配數[%]
99年8月,交通局,5530170,3.35,3509108,63.45,2969810,53.7,84.63
99年8月,社會局,13179578,7.98,9090728,68.98,7335870,55.66,80.7
99年8月,勞動局,14573552,8.82,8898291,61.06,6902941,47.37,77.58
99年8月,警察局,12812656,7.75,9123718,71.21,8082676,63.08,88.59
99年8月,衛生局,4552350,2.75,3418828,75.1,3277165,71.99,95.86
99年8月,環境保護局,6252783,3.78,4860666,77.74,4277772,68.41,88.01
99年8月,都市發展局,1720630,1.04,1359403,79.01,1242926,72.24,91.43
99年8月,文化局,2321300,1.4,1750407,75.41,1375691,59.26,78.59
99年8月,消防局,2514683,1.52,1742534,69.29,1525683,60.67,87.56
99年8月,翡翠水庫管理局,296860,0.18,184838,62.26,165462,55.74,89.52
99年8月,觀光傳播局,841387,0.51,456477,54.25,280166,33.3,61.38
99年8月,地政局,1119392,0.68,772674,69.03,720118,64.33,93.2
99年8月,兵役局,175861,0.11,129558,73.67,112403,63.92,86.76
99年8月,臺北自來水事業處,83025,0.05,71856,86.55,62787,75.62,87.38
99年8月,體育局,-,-,-,--,-,--,--
99年8月,資訊局,-,-,-,--,-,--,--
99年8月,法務局,-,-,-,--,-,--,--
99年8月,捷運工程局,3500,0,3500,100,-,-,-
99年8月,統籌支撥科目,6769999,4.1,5855860,86.5,5184858,76.59,88.54
99年8月,第二預備金,577333,0.35,-,-,-,-,--
99年9月,總計,165251417,100,130299630,78.85,111457495,67.45,85.54
99年9月,市議會,771263,0.47,642487,83.3,502390,65.14,78.19
99年9月,市政府,5094093,3.08,4056654,79.63,3386475,66.48,83.48
99年9月,民政局,2154433,1.3,1715807,79.64,1404920,65.21,81.88
99年9月,財政局,4891288,2.96,3889125,79.51,3713301,75.92,95.48
99年9月,教育局,53458324,32.35,41594593,77.81,41278146,77.22,99.24
99年9月,產業發展局,5482563,3.32,3741625,68.25,2332691,42.55,62.34
99年9月,工務局,20137873,12.19,15450033,76.72,10192654,50.61,65.97
99年9月,交通局,5530170,3.35,3836516,69.37,3265601,59.05,85.12
99年9月,社會局,13179578,7.98,10032775,76.12,8121808,61.62,80.95
99年9月,勞動局,14573552,8.82,13500623,92.64,8927297,61.26,66.13
99年9月,警察局,12812656,7.75,9982003,77.91,8998396,70.23,90.15
99年9月,衛生局,4552350,2.75,3518783,77.3,3363182,73.88,95.58
99年9月,環境保護局,6252783,3.78,5318654,85.06,4677444,74.81,87.94
99年9月,都市發展局,1720605,1.04,1439035,83.64,1309064,76.08,90.97
99年9月,文化局,2321300,1.4,1904501,82.04,1495252,64.41,78.51
99年9月,消防局,2514683,1.52,1923264,76.48,1687850,67.12,87.76
99年9月,翡翠水庫管理局,296860,0.18,220615,74.32,196747,66.28,89.18
99年9月,觀光傳播局,840973,0.51,539524,64.15,337034,40.08,62.47
99年9月,地政局,1119392,0.68,846702,75.64,787879,70.38,93.05
99年9月,兵役局,175861,0.11,147552,83.9,129993,73.92,88.1
99年9月,臺北自來水事業處,83025,0.05,75956,91.49,69086,83.21,90.96
99年9月,體育局,-,-,-,--,-,--,--
99年9月,資訊局,-,-,-,--,-,--,--
99年9月,法務局,-,-,-,--,-,--,--
99年9月,捷運工程局,3500,0,3500,100,-,-,-
99年9月,統籌支撥科目,6769999,4.1,5919305,87.43,5280281,78,89.2
99年9月,第二預備金,514293,0.31,-,-,-,-,--
99年10月,總計,165251417,100,140886385,85.26,119893083,72.55,85.1
99年10月,市議會,771263,0.47,695137,90.13,553600,71.78,79.64
99年10月,市政府,5093684,3.08,4442175,87.21,3760926,73.84,84.66
99年10月,民政局,2154433,1.3,1924356,89.32,1535634,71.28,79.8
99年10月,財政局,4891288,2.96,3981021,81.39,3794393,77.57,95.31
99年10月,教育局,53458324,32.35,45745122,85.57,44376096,83.01,97.01
99年10月,產業發展局,5561337,3.37,4273459,76.84,2486311,44.71,58.18
99年10月,工務局,20137873,12.19,16740080,83.13,11468080,56.95,68.51
99年10月,交通局,5530170,3.35,4094227,74.03,3621043,65.48,88.44
99年10月,社會局,13179578,7.98,11076931,84.05,8886887,67.43,80.23
99年10月,勞動局,14573346,8.82,13879259,95.24,9114150,62.54,65.67
99年10月,警察局,12803173,7.75,11020749,86.08,9852739,76.96,89.4
99年10月,衛生局,4552350,2.75,3616599,79.44,3466997,76.16,95.86
99年10月,環境保護局,6256760,3.79,5736754,91.69,5061763,80.9,88.23
99年10月,都市發展局,1725965,1.04,1524481,88.33,1368214,79.27,89.75
99年10月,文化局,2321300,1.4,2029221,87.42,1629151,70.18,80.28
99年10月,消防局,2514683,1.52,2119785,84.3,1902472,75.65,89.75
99年10月,翡翠水庫管理局,296860,0.18,252032,84.9,221328,74.56,87.82
99年10月,觀光傳播局,840973,0.51,621626,73.92,377786,44.92,60.77
99年10月,地政局,1119392,0.68,915668,81.8,854638,76.35,93.33
99年10月,兵役局,175861,0.11,158867,90.34,140811,80.07,88.63
99年10月,臺北自來水事業處,83025,0.05,81446,98.1,69088,83.21,84.83
99年10月,體育局,-,-,-,--,-,--,--
99年10月,資訊局,-,-,-,--,-,--,--
99年10月,法務局,-,-,-,--,-,--,--
99年10月,捷運工程局,3500,0,3500,100,-,-,-
99年10月,統籌支撥科目,6769999,4.1,5953890,87.95,5350978,79.04,89.87
99年10月,第二預備金,436280,0.26,-,-,-,-,--
99年11月,總計,168076087,100,151851350,90.35,130779588,77.81,86.12
99年11月,市議會,771263,0.46,745864,96.71,600977,77.92,80.57
99年11月,市政府,5137115,3.06,4766213,92.78,4089377,79.6,85.8
99年11月,民政局,2184697,1.3,2074570,94.96,1669772,76.43,80.49
99年11月,財政局,4940687,2.94,4428051,89.62,4205530,85.12,94.97
99年11月,教育局,54035852,32.15,48731061,90.18,47844485,88.54,98.18
99年11月,產業發展局,5950074,3.54,4822346,81.05,2766907,46.5,57.38
99年11月,工務局,20499828,12.2,18233895,88.95,12731566,62.11,69.82
99年11月,交通局,5575170,3.32,4986094,89.43,4481004,80.37,89.87
99年11月,社會局,13778957,8.2,12557960,91.14,10435841,75.74,83.1
99年11月,勞動局,14608691,8.69,14303097,97.91,9575230,65.54,66.95
99年11月,警察局,12807304,7.62,11874661,92.72,10734118,83.81,90.4
99年11月,衛生局,4628721,2.75,3765140,81.34,3595431,77.68,95.49
99年11月,環境保護局,6310447,3.75,6022541,95.44,5492032,87.03,91.19
99年11月,都市發展局,1765251,1.05,1635119,92.63,1443567,81.78,88.29
99年11月,文化局,2388976,1.42,2178055,91.17,1743999,73,80.07
99年11月,消防局,2515670,1.5,2306061,91.67,2084260,82.85,90.38
99年11月,翡翠水庫管理局,296860,0.18,274080,92.33,250578,84.41,91.43
99年11月,觀光傳播局,845233,0.5,704572,83.36,429173,50.78,60.91
99年11月,地政局,1126046,0.67,975979,86.67,921913,81.87,94.46
99年11月,兵役局,230537,0.14,169651,73.59,149812,64.98,88.31
99年11月,臺北自來水事業處,583025,0.35,81600,14,69164,11.86,84.76
99年11月,體育局,-,-,-,--,-,--,--
99年11月,資訊局,-,-,-,--,-,--,--
99年11月,法務局,-,-,-,--,-,--,--
99年11月,捷運工程局,3500,0,3500,100,660,18.86,18.86
99年11月,統籌支撥科目,6769999,4.03,6211241,91.75,5464190,80.71,87.97
99年11月,第二預備金,322185,0.19,-,-,-,-,--
99年12月,總計,168076087,100,167605164,99.72,162279448,96.55,96.82
99年12月,市議會,778633,0.46,778493,99.98,722003,92.73,92.74
99年12月,市政府,5137275,3.06,5134498,99.95,4933803,96.04,96.09
99年12月,民政局,2194849,1.31,2194747,100,2083433,94.92,94.93
99年12月,財政局,4944751,2.94,4944746,100,4893840,98.97,98.97
99年12月,教育局,54039631,32.15,54036887,99.99,53831564,99.61,99.62
99年12月,產業發展局,6136285,3.65,6133923,99.96,5692835,92.77,92.81
99年12月,工務局,20501320,12.2,20501320,100,19004029,92.7,92.7
99年12月,交通局,5581191,3.32,5581191,100,4786256,85.76,85.76
99年12月,社會局,13846409,8.24,13846409,100,13130229,94.83,94.83
99年12月,勞動局,14611552,8.69,14611551,100,14513660,99.33,99.33
99年12月,警察局,12807304,7.62,12804998,99.98,12552830,98.01,98.03
99年12月,衛生局,4632082,2.76,4631784,99.99,4567095,98.6,98.6
99年12月,環境保護局,6308043,3.75,6307399,99.99,6251702,99.11,99.12
99年12月,都市發展局,1765696,1.05,1765695,100,1722253,97.54,97.54
99年12月,文化局,2390776,1.42,2390776,100,2317290,96.93,96.93
99年12月,消防局,2515670,1.5,2514921,99.97,2486655,98.85,98.88
99年12月,翡翠水庫管理局,296860,0.18,296460,99.87,271161,91.34,91.47
99年12月,觀光傳播局,854437,0.51,853701,99.91,784258,91.79,91.87
99年12月,地政局,1126046,0.67,1125567,99.96,1109657,98.54,98.59
99年12月,兵役局,230537,0.14,230480,99.98,214845,93.19,93.22
99年12月,臺北自來水事業處,583025,0.35,583025,100,581951,99.82,99.82
99年12月,體育局,-,-,-,--,-,--,--
99年12月,資訊局,-,-,-,--,-,--,--
99年12月,法務局,-,-,-,--,-,--,--
99年12月,捷運工程局,3500,0,3500,100,3395,97.01,97.01
99年12月,統籌支撥科目,6769999,4.03,6333094,93.55,5824704,86.04,91.97
99年12月,第二預備金,20218,0.01,-,-,-,-,--
100年1月,總計,176930457,100,28381742,16.04,24779971,14.01,87.31
100年1月,市議會,837085,0.47,151574,18.11,110043,13.15,72.6
100年1月,市政府,4971836,2.81,909462,18.29,765929,15.41,84.22
100年1月,民政局,2382731,1.35,492725,20.68,320310,13.44,65.01
100年1月,財政局,3590103,2.03,695084,19.36,675088,18.8,97.12
100年1月,教育局,53972207,30.5,12476854,23.12,12266721,22.73,98.32
100年1月,產業發展局,4499285,2.54,330210,7.34,206207,4.58,62.45
100年1月,工務局,20060547,11.34,1422443,7.09,978228,4.88,68.77
100年1月,交通局,5303908,3,483884,9.12,264638,4.99,54.69
100年1月,社會局,15538597,8.78,1249834,8.04,909208,5.85,72.75
100年1月,勞動局,24375746,13.78,1421070,5.83,1197129,4.91,84.24
100年1月,警察局,12627659,7.14,2816964,22.31,2434466,19.28,86.42
100年1月,衛生局,4675356,2.64,239738,5.13,182715,3.91,76.21
100年1月,環境保護局,6774513,3.83,1593040,23.52,1329074,19.62,83.43
100年1月,都市發展局,2634665,1.49,216994,8.24,192607,7.31,88.76
100年1月,文化局,2266513,1.28,455602,20.1,198862,8.77,43.65
100年1月,消防局,2498080,1.41,582555,23.32,449263,17.98,77.12
100年1月,翡翠水庫管理局,290962,0.16,40381,13.88,36313,12.48,89.93
100年1月,觀光傳播局,545238,0.31,55646,10.21,43575,7.99,78.31
100年1月,地政局,1131666,0.64,250362,22.12,236068,20.86,94.29
100年1月,兵役局,172864,0.1,38827,22.46,34468,19.94,88.77
100年1月,臺北自來水事業處,48765,0.03,6000,12.3,-,-,-
100年1月,體育局,-,-,-,--,-,--,--
100年1月,資訊局,-,-,-,--,-,--,--
100年1月,法務局,-,-,-,--,-,--,--
100年1月,捷運工程局,1520,0,530,34.87,15,1.02,2.92
100年1月,統籌支撥科目,6770613,3.83,2445455,36.12,1947914,28.77,79.65
100年1月,第二預備金,960000,0.54,6507,0.68,1127,0.12,17.32
100年2月,總計,176930457,100,38387225,21.7,33450655,18.91,87.14
100年2月,市議會,837085,0.47,211711,25.29,153942,18.39,72.71
100年2月,市政府,4971836,2.81,1257406,25.29,1038106,20.88,82.56
100年2月,民政局,2382731,1.35,626480,26.29,414642,17.4,66.19
100年2月,財政局,3590103,2.03,771136,21.48,742776,20.69,96.32
100年2月,教育局,53972207,30.5,15384937,28.51,15219481,28.2,98.92
100年2月,產業發展局,4499285,2.54,1024985,22.78,512913,11.4,50.04
100年2月,工務局,20060547,11.34,2318594,11.56,1618225,8.07,69.79
100年2月,交通局,5303908,3,920800,17.36,480143,9.05,52.14
100年2月,社會局,15538597,8.78,1999082,12.87,1559377,10.04,78
100年2月,勞動局,24378617,13.78,2861041,11.74,2493929,10.23,87.17
100年2月,警察局,12627659,7.14,3666051,29.03,3124538,24.74,85.23
100年2月,衛生局,4675356,2.64,620018,13.26,534092,11.42,86.14
100年2月,環境保護局,6789347,3.84,2050543,30.2,1688466,24.87,82.34
100年2月,都市發展局,2634665,1.49,272945,10.36,241017,9.15,88.3
100年2月,文化局,2266513,1.28,621525,27.42,478809,21.13,77.04
100年2月,消防局,2547348,1.44,745303,29.26,592834,23.27,79.54
100年2月,翡翠水庫管理局,290962,0.16,55757,19.16,49469,17,88.72
100年2月,觀光傳播局,545238,0.31,74259,13.62,60249,11.05,81.13
100年2月,地政局,1131666,0.64,319267,28.21,293862,25.97,92.04
100年2月,兵役局,172864,0.1,51325,29.69,45144,26.12,87.96
100年2月,臺北自來水事業處,48765,0.03,10200,20.92,3837,7.87,37.62
100年2月,體育局,-,-,-,--,-,--,--
100年2月,資訊局,-,-,-,--,-,--,--
100年2月,法務局,-,-,-,--,-,--,--
100年2月,捷運工程局,1520,0,530,34.87,15,1.02,2.92
100年2月,統籌支撥科目,6770613,3.83,2523329,37.27,2104790,31.09,83.41
100年2月,第二預備金,893027,0.5,-,-,-,-,--
100年3月,總計,176930457,100,52172518,29.49,38788290,21.92,74.35
100年3月,市議會,837085,0.47,307481,36.73,200056,23.9,65.06
100年3月,市政府,5051336,2.85,1657671,32.82,1404366,27.8,84.72
